uid_1027|tid_102|0|0|1
uid_1059|tid_100|0|1|1
uid_1013|tid_108|1|0|0
uid_1078|tid_139|1|0|0
uid_1032|tid_197|0|0|1
uid_1045|tid_162|0|0|1
uid_1006|tid_170|1|0|1
uid_1021|tid_109|1|1|1
uid_1016|tid_130|0|1|1
uid_1072|tid_113|1|0|1
uid_1068|tid_145|0|0|1
uid_1066|tid_125|1|0|0
uid_1041|tid_122|1|0|1
uid_1061|tid_148|0|1|1
uid_1019|tid_153|0|0|0
uid_1083|tid_140|0|0|0
uid_1028|tid_100|1|0|0
uid_1060|tid_110|1|1|1
uid_1002|tid_156|1|1|0
uid_1062|tid_158|0|1|0
uid_1003|tid_141|0|1|1
uid_1077|tid_142|0|0|0
uid_1047|tid_169|0|1|1
uid_1031|tid_200|1|1|1
uid_1097|tid_177|1|0|0
uid_1049|tid_130|1|1|0
uid_1032|tid_124|0|0|0
uid_1075|tid_198|0|0|1
uid_1066|tid_180|1|0|0
uid_1042|tid_145|0|1|0
uid_1004|tid_199|1|1|0
uid_1092|tid_135|1|0|1
uid_1049|tid_185|1|0|0
uid_1073|tid_170|1|0|1
uid_1098|tid_174|1|0|0
uid_1041|tid_139|0|1|1
uid_1047|tid_140|1|1|1
uid_1083|tid_157|1|0|0
uid_1019|tid_133|1|0|0
uid_1084|tid_107|0|1|0
uid_1038|tid_185|1|0|0
uid_1025|tid_155|0|0|1
uid_1040|tid_149|0|0|0
uid_1034|tid_146|1|0|0
uid_1088|tid_119|0|1|1
uid_1066|tid_176|1|0|1
uid_1076|tid_114|1|0|0
uid_1043|tid_157|0|1|0
uid_1062|tid_189|0|0|1
uid_1099|tid_188|0|0|1
uid_1083|tid_141|1|0|1
uid_1049|tid_169|1|0|0
uid_1036|tid_170|1|0|1
uid_1042|tid_189|1|1|0
uid_1077|tid_135|1|0|0
uid_1022|tid_146|1|1|0
uid_1090|tid_103|1|1|0
uid_1003|tid_107|1|0|1
uid_1027|tid_166|1|0|1
uid_1064|tid_195|1|0|0
uid_1058|tid_128|1|1|0
uid_1019|tid_143|0|1|0
uid_1040|tid_110|0|1|0
uid_1056|tid_118|0|1|0
uid_1042|tid_146|1|1|0
uid_1047|tid_126|1|0|0
uid_1077|tid_114|1|0|0
uid_1075|tid_182|0|0|1
uid_1073|tid_120|1|1|1
uid_1016|tid_163|0|0|0
uid_1027|tid_161|1|1|0
uid_1046|tid_105|0|0|0
uid_1083|tid_102|1|0|0
uid_1052|tid_130|1|1|0
uid_1069|tid_141|0|0|0
uid_1002|tid_132|0|0|0
uid_1096|tid_190|1|0|1
uid_1041|tid_176|0|1|1
uid_1017|tid_199|1|0|0
uid_1008|tid_169|1|0|1
uid_1060|tid_186|0|1|1
uid_1017|tid_189|0|1|0
uid_1072|tid_106|0|0|0
uid_1086|tid_144|0|1|1
uid_1078|tid_108|0|0|0
uid_1005|tid_199|1|1|0
uid_1066|tid_175|0|0|1
uid_1057|tid_114|1|1|0
uid_1064|tid_180|1|1|0
uid_1008|tid_171|0|1|1
uid_1038|tid_197|0|1|0
uid_1056|tid_161|1|1|0
uid_1010|tid_176|1|1|0
uid_1043|tid_179|1|0|0
uid_1016|tid_173|0|1|1
uid_1077|tid_102|1|1|1
uid_1096|tid_106|0|0|0
uid_1058|tid_160|1|1|1
uid_1067|tid_108|1|1|1
uid_1044|tid_131|0|1|0
uid_1051|tid_140|1|1|1
uid_1041|tid_162|1|0|1
uid_1047|tid_147|1|1|1
uid_1092|tid_189|1|1|0
uid_1070|tid_196|0|1|0
uid_1000|tid_134|1|1|0
uid_1043|tid_151|1|0|0
uid_1095|tid_191|0|1|1
uid_1011|tid_128|0|1|0
uid_1021|tid_168|1|0|0
uid_1097|tid_182|0|0|0
uid_1069|tid_103|1|0|1
uid_1077|tid_170|0|0|1
uid_1090|tid_173|1|0|0
uid_1051|tid_110|0|0|1
uid_1083|tid_148|0|1|0
uid_1027|tid_154|1|0|1
uid_1084|tid_140|0|1|1
uid_1096|tid_182|0|0|1
uid_1060|tid_177|1|1|1
uid_1061|tid_154|0|1|0
uid_1015|tid_145|1|0|1
uid_1007|tid_113|1|1|1
uid_1043|tid_108|1|1|0
uid_1031|tid_188|1|1|1
uid_1022|tid_191|1|1|1
uid_1035|tid_140|0|0|0
uid_1034|tid_195|1|0|0
uid_1051|tid_121|0|1|1
uid_1022|tid_165|1|0|1
uid_1011|tid_161|0|1|0
uid_1094|tid_101|0|0|1
uid_1065|tid_188|1|0|0
uid_1043|tid_174|1|0|0
uid_1092|tid_142|1|1|0
uid_1025|tid_188|1|0|1
uid_1029|tid_119|1|1|1
uid_1047|tid_152|0|0|1
uid_1063|tid_146|1|1|0
uid_1047|tid_141|1|0|1
uid_1073|tid_197|0|0|0
uid_1092|tid_118|1|0|1
uid_1081|tid_136|1|1|1
uid_1002|tid_116|0|0|1
uid_1028|tid_157|0|0|1
uid_1034|tid_105|1|1|0
uid_1070|tid_152|0|1|0
uid_1048|tid_112|1|1|1
uid_1033|tid_109|1|1|1
uid_1063|tid_109|0|1|0
uid_1090|tid_144|0|1|1
uid_1048|tid_168|1|0|0
uid_1026|tid_155|1|0|0
uid_1023|tid_182|0|1|1
uid_1067|tid_175|0|0|0
uid_1060|tid_178|1|1|1
uid_1031|tid_145|1|0|0
uid_1084|tid_122|1|1|1
uid_1067|tid_158|0|0|0
uid_1028|tid_123|0|0|1
uid_1009|tid_198|0|1|1
uid_1067|tid_177|0|0|1
uid_1027|tid_114|0|1|0
uid_1066|tid_137|1|0|1
uid_1088|tid_146|0|1|1
uid_1048|tid_156|0|0|0
uid_1020|tid_162|1|0|1
uid_1081|tid_185|1|0|0
uid_1030|tid_166|0|1|1
uid_1068|tid_121|0|0|1
uid_1049|tid_105|0|0|0
uid_1038|tid_180|1|0|0
uid_1100|tid_163|0|0|0
uid_1091|tid_187|1|1|1
uid_1065|tid_116|0|1|0
uid_1031|tid_198|0|0|1
uid_1034|tid_114|0|1|1
uid_1100|tid_195|1|1|0
uid_1092|tid_161|0|1|1
uid_1001|tid_176|0|0|1
uid_1069|tid_172|0|0|0
uid_1032|tid_186|1|1|1
uid_1063|tid_157|0|0|1
uid_1016|tid_155|1|0|0
uid_1066|tid_197|0|0|0
uid_1073|tid_156|0|1|0
uid_1052|tid_183|1|1|0
uid_1073|tid_185|1|0|0
uid_1066|tid_118|0|0|0
uid_1080|tid_185|1|0|1
uid_1052|tid_141|1|1|1
uid_1078|tid_162|0|1|1
uid_1075|tid_188|1|1|1
uid_1054|tid_112|1|0|0
uid_1048|tid_142|1|0|1
uid_1004|tid_144|0|1|1
uid_1048|tid_156|1|0|0
uid_1023|tid_193|0|0|1
uid_1003|tid_162|1|1|1
uid_1011|tid_102|1|1|0
uid_1019|tid_138|1|0|0
uid_1018|tid_195|0|1|1
uid_1053|tid_173|1|1|1
uid_1084|tid_127|1|0|0
uid_1089|tid_141|0|0|0
uid_1073|tid_128|0|1|0
uid_1002|tid_118|0|0|0
uid_1094|tid_159|0|1|1
uid_1043|tid_115|1|1|1
uid_1051|tid_184|1|1|0
uid_1081|tid_131|0|0|1
uid_1069|tid_158|1|1|0
uid_1012|tid_112|1|0|0
uid_1096|tid_173|1|1|1
uid_1072|tid_149|0|0|0
uid_1038|tid_163|1|0|1
uid_1066|tid_109|0|0|1
uid_1091|tid_110|0|0|0
uid_1044|tid_155|1|0|1
uid_1035|tid_103|1|0|1
uid_1018|tid_177|1|1|1
uid_1064|tid_167|0|1|0
uid_1076|tid_184|1|1|0
uid_1038|tid_151|1|0|0
uid_1060|tid_166|1|0|0
uid_1018|tid_126|0|0|0
uid_1068|tid_104|0|1|0
uid_1067|tid_177|1|0|0
uid_1056|tid_152|0|0|1
uid_1061|tid_104|0|0|0
uid_1096|tid_153|1|0|1
uid_1039|tid_121|1|0|1
uid_1045|tid_141|0|0|0
uid_1079|tid_106|1|0|1
uid_1017|tid_151|1|1|0
uid_1047|tid_168|1|1|1
uid_1040|tid_164|0|1|1
uid_1058|tid_156|1|1|0
uid_1009|tid_132|0|1|0
uid_1010|tid_165|1|1|1
uid_1043|tid_190|0|1|0
uid_1038|tid_166|0|1|1
uid_1091|tid_113|1|0|0
uid_1032|tid_162|1|0|1
uid_1038|tid_187|1|0|1
uid_1036|tid_151|1|0|1
uid_1095|tid_137|1|0|1
uid_1069|tid_190|0|1|0
uid_1036|tid_165|0|1|1
uid_1007|tid_117|0|0|0
uid_1051|tid_115|0|1|1
uid_1070|tid_102|1|1|1
uid_1095|tid_106|1|0|0
uid_1027|tid_187|1|1|0
uid_1033|tid_196|1|1|1
uid_1060|tid_171|1|1|0
uid_1069|tid_138|1|0|0
uid_1001|tid_132|0|1|1
uid_1025|tid_119|0|0|0
uid_1017|tid_178|0|1|1
uid_1067|tid_187|0|0|1
uid_1078|tid_172|1|1|1
uid_1029|tid_185|1|1|1
uid_1074|tid_107|1|1|0
uid_1081|tid_170|0|1|0
uid_1065|tid_144|1|0|0
uid_1086|tid_105|0|1|1
uid_1058|tid_190|1|1|0
uid_1044|tid_147|1|1|0
uid_1047|tid_115|1|1|0
uid_1029|tid_166|0|1|0
uid_1065|tid_130|0|0|0
uid_1076|tid_132|1|0|1
uid_1055|tid_102|1|0|0
uid_1015|tid_127|0|1|0
uid_1016|tid_125|1|0|0
uid_1077|tid_134|0|0|0
uid_1075|tid_107|1|0|0
uid_1043|tid_136|1|0|0
uid_1064|tid_120|1|0|0
uid_1058|tid_153|1|0|0
uid_1024|tid_171|1|1|0
uid_1036|tid_186|1|1|0
uid_1009|tid_168|1|0|1
uid_1073|tid_131|0|0|0
uid_1100|tid_108|1|1|1
uid_1097|tid_128|1|1|0
uid_1056|tid_140|1|0|0
uid_1093|tid_118|0|1|0
uid_1060|tid_163|0|0|1
uid_1056|tid_129|1|0|0
uid_1010|tid_190|1|0|1
uid_1086|tid_122|1|1|0
uid_1063|tid_177|0|0|1
uid_1092|tid_154|0|1|0
uid_1035|tid_129|1|0|1
uid_1063|tid_115|1|1|0
uid_1022|tid_179|1|0|0
uid_1070|tid_185|1|0|0
uid_1078|tid_135|0|0|1
uid_1062|tid_188|1|0|0
uid_1090|tid_140|1|1|0
uid_1017|tid_112|0|0|1
uid_1037|tid_139|0|0|1
uid_1088|tid_191|1|0|1
uid_1021|tid_176|1|1|0
uid_1092|tid_124|1|0|1
uid_1065|tid_111|1|0|1
uid_1092|tid_161|0|0|1
uid_1066|tid_109|1|0|1
uid_1069|tid_112|1|0|0
uid_1023|tid_170|0|1|0
uid_1022|tid_136|0|1|0
uid_1017|tid_124|0|1|0
uid_1046|tid_128|0|1|0
uid_1045|tid_107|1|0|1
uid_1059|tid_123|0|0|0
uid_1000|tid_200|0|1|1
uid_1060|tid_158|0|1|1
uid_1051|tid_133|1|0|1
uid_1033|tid_189|0|1|0
uid_1051|tid_167|1|1|0
uid_1015|tid_180|1|1|1
uid_1084|tid_126|1|1|0
uid_1018|tid_194|1|1|1
uid_1019|tid_134|1|0|1
uid_1076|tid_137|0|0|0
uid_1015|tid_144|0|1|0
uid_1016|tid_155|0|1|0
uid_1070|tid_113|1|0|0
uid_1041|tid_162|1|0|1
uid_1095|tid_144|0|1|1
uid_1017|tid_128|0|0|0
uid_1075|tid_195|1|1|0
uid_1057|tid_110|0|0|0
uid_1015|tid_196|1|1|0
uid_1052|tid_177|1|0|0
uid_1068|tid_131|0|1|1
uid_1075|tid_186|1|1|1
uid_1071|tid_149|1|0|0
uid_1035|tid_171|1|1|1
uid_1087|tid_108|1|0|1
uid_1070|tid_184|1|0|1
uid_1082|tid_125|1|0|0
uid_1017|tid_148|0|0|1
uid_1092|tid_131|0|1|1
uid_1015|tid_168|0|1|0
uid_1005|tid_139|1|0|0
uid_1077|tid_134|0|0|1
uid_1034|tid_138|1|0|1
uid_1063|tid_190|1|1|0
uid_1066|tid_162|0|0|0
uid_1034|tid_187|0|1|0
uid_1007|tid_104|1|0|0
uid_1057|tid_111|1|1|0
uid_1078|tid_146|0|0|1
uid_1012|tid_199|1|0|1
uid_1092|tid_176|1|1|1
uid_1097|tid_196|0|0|1
uid_1059|tid_163|1|1|1
uid_1078|tid_149|0|0|1
uid_1009|tid_124|1|0|1
uid_1073|tid_186|1|0|1
uid_1065|tid_146|1|1|0
uid_1082|tid_131|1|0|0
uid_1063|tid_155|0|1|1
uid_1054|tid_111|0|0|1
uid_1100|tid_110|0|0|0
uid_1008|tid_107|0|0|1
uid_1046|tid_155|0|0|1
uid_1061|tid_164|0|0|0
uid_1049|tid_109|1|0|0
uid_1059|tid_137|1|1|1
uid_1045|tid_100|0|0|1
uid_1082|tid_118|0|0|0
uid_1001|tid_135|0|0|0
uid_1093|tid_113|1|0|1
uid_1060|tid_134|0|0|1
uid_1087|tid_138|0|1|1
uid_1085|tid_115|0|1|0
uid_1064|tid_173|0|1|1
uid_1045|tid_108|0|1|0
uid_1037|tid_162|0|1|1
uid_1088|tid_110|0|1|0
uid_1022|tid_172|1|0|1
uid_1063|tid_108|0|0|1
uid_1037|tid_160|1|1|1
uid_1029|tid_151|0|0|0
uid_1088|tid_165|0|0|1
uid_1018|tid_130|0|1|1
uid_1046|tid_146|0|0|1
uid_1049|tid_121|0|0|1
uid_1071|tid_194|1|0|0
uid_1073|tid_163|1|0|1
uid_1076|tid_108|0|1|1
uid_1011|tid_164|1|1|0
uid_1035|tid_176|1|1|1
uid_1068|tid_129|1|1|0
uid_1066|tid_157|1|1|0
uid_1051|tid_118|1|0|0
uid_1007|tid_162|1|1|0
uid_1057|tid_118|1|0|0
uid_1072|tid_145|0|0|0
uid_1021|tid_152|0|0|1
uid_1025|tid_126|1|1|0
uid_1007|tid_166|0|0|0
uid_1000|tid_161|0|1|1
uid_1017|tid_151|0|0|0
uid_1038|tid_149|1|0|0
uid_1026|tid_110|1|0|1
uid_1078|tid_118|0|1|0
uid_1079|tid_187|0|0|1
uid_1047|tid_185|1|0|1
uid_1011|tid_128|1|1|0
uid_1015|tid_170|1|0|0
uid_1099|tid_126|1|1|0
uid_1027|tid_186|1|0|1
uid_1025|tid_125|1|0|1
uid_1100|tid_110|1|1|1
uid_1038|tid_174|0|1|0
uid_1017|tid_186|0|1|0
uid_1039|tid_116|1|1|1
uid_1026|tid_166|1|1|1
uid_1045|tid_132|0|1|1
uid_1049|tid_147|1|0|1
uid_1048|tid_118|1|1|0
uid_1009|tid_141|0|0|0
uid_1097|tid_186|0|0|0
uid_1038|tid_178|1|0|0
uid_1052|tid_112|0|1|1
uid_1061|tid_110|1|0|1
uid_1007|tid_111|0|0|1
uid_1070|tid_120|1|1|0
uid_1047|tid_168|1|1|1
uid_1034|tid_148|0|0|0
uid_1098|tid_103|1|0|1
uid_1099|tid_122|1|0|1
uid_1080|tid_185|0|1|0
uid_1074|tid_176|0|0|1
uid_1080|tid_147|1|1|0
uid_1026|tid_190|1|0|1
uid_1081|tid_160|1|0|1
uid_1077|tid_139|0|0|1
uid_1042|tid_192|0|0|0
uid_1059|tid_167|0|1|0
uid_1006|tid_184|0|1|1
uid_1017|tid_165|0|1|0
uid_1032|tid_159|1|0|0
uid_1029|tid_146|0|1|1
uid_1032|tid_197|1|0|0
uid_1036|tid_200|1|1|0
uid_1079|tid_137|0|0|0
uid_1046|tid_197|0|1|0
uid_1055|tid_153|0|1|1
uid_1016|tid_116|0|0|1
uid_1020|tid_198|1|1|1
uid_1046|tid_186|1|0|0
uid_1008|tid_145|1|1|1
uid_1053|tid_191|1|0|0
uid_1089|tid_193|1|0|0
uid_1038|tid_112|1|1|0
uid_1036|tid_142|1|0|0
uid_1061|tid_146|0|0|1
uid_1054|tid_150|0|1|1
uid_1042|tid_138|0|1|1
uid_1099|tid_126|1|0|1
uid_1053|tid_196|1|0|1
uid_1066|tid_137|0|1|0
uid_1005|tid_126|0|1|0
uid_1062|tid_166|0|1|0
uid_1025|tid_131|1|0|1
uid_1021|tid_129|0|0|0
uid_1012|tid_111|0|1|1
uid_1002|tid_193|0|0|0
uid_1099|tid_130|0|1|1
uid_1013|tid_141|1|1|0
uid_1023|tid_100|0|1|0
uid_1048|tid_114|1|1|1
uid_1001|tid_161|1|0|1
uid_1015|tid_151|1|0|0
uid_1061|tid_131|0|1|1
uid_1028|tid_131|0|0|1
uid_1002|tid_124|0|1|0
uid_1086|tid_107|0|0|1
uid_1051|tid_121|0|1|1
uid_1012|tid_162|1|1|1
uid_1035|tid_127|0|1|1
uid_1026|tid_160|0|1|1
uid_1051|tid_160|0|1|0
uid_1047|tid_102|1|0|0
uid_1034|tid_168|1|0|0
uid_1099|tid_160|0|0|0
uid_1092|tid_130|1|0|1
uid_1010|tid_150|1|1|0
uid_1077|tid_101|0|0|0
uid_1006|tid_118|1|1|0
uid_1035|tid_118|0|0|0
uid_1098|tid_126|1|0|1
uid_1079|tid_148|0|0|0
uid_1001|tid_125|0|0|0
uid_1090|tid_191|0|0|1
uid_1041|tid_150|1|1|0
uid_1019|tid_122|1|1|1
uid_1066|tid_184|0|0|1
uid_1085|tid_195|1|1|1
uid_1075|tid_156|0|0|1
uid_1014|tid_200|1|1|1
uid_1039|tid_158|1|0|1
uid_1081|tid_188|0|0|1
uid_1055|tid_190|1|0|0
uid_1044|tid_110|1|1|0
uid_1048|tid_175|1|1|0
uid_1004|tid_137|0|0|0
uid_1090|tid_155|0|0|0
uid_1022|tid_165|0|1|0
uid_1096|tid_147|1|1|1
uid_1009|tid_199|0|1|0
uid_1079|tid_140|1|1|0
uid_1039|tid_117|0|0|1
uid_1091|tid_155|0|0|0
uid_1077|tid_186|1|0|1
uid_1011|tid_111|0|1|0
uid_1048|tid_120|1|1|0
uid_1035|tid_146|1|1|1
uid_1036|tid_125|0|0|0
uid_1033|tid_185|1|1|0
uid_1023|tid_171|0|0|0
uid_1029|tid_152|0|0|0
uid_1002|tid_111|1|1|1
uid_1003|tid_171|1|0|1
uid_1082|tid_195|0|1|1
uid_1091|tid_116|0|1|1
uid_1053|tid_110|0|0|0
uid_1070|tid_119|0|1|0
uid_1075|tid_149|0|1|1
uid_1007|tid_104|1|0|0
uid_1093|tid_146|0|0|0
uid_1065|tid_193|1|1|0
uid_1093|tid_194|0|0|0
uid_1044|tid_162|1|0|1
uid_1079|tid_153|1|1|1
uid_1030|tid_107|1|0|1
uid_1081|tid_150|1|1|0
uid_1048|tid_113|0|1|0
uid_1046|tid_198|0|0|0
uid_1015|tid_152|1|1|0
uid_1010|tid_145|1|1|1
uid_1079|tid_113|1|1|1
uid_1012|tid_104|1|0|1
uid_1049|tid_153|0|0|1
uid_1009|tid_147|0|0|1
uid_1007|tid_120|0|0|0
uid_1042|tid_169|0|1|0
uid_1024|tid_115|1|1|0
uid_1005|tid_190|1|0|0
uid_1031|tid_134|0|1|1
uid_1050|tid_184|0|0|0
uid_1086|tid_169|0|1|0
uid_1064|tid_127|0|1|1
uid_1089|tid_188|1|1|1
uid_1078|tid_116|0|0|1
uid_1042|tid_129|0|0|0
uid_1018|tid_174|1|1|0
uid_1072|tid_187|0|1|0
uid_1033|tid_181|1|1|0
uid_1019|tid_194|1|0|1
uid_1043|tid_133|1|1|1
uid_1029|tid_161|1|0|0
uid_1093|tid_182|0|1|1
uid_1071|tid_172|1|1|1
uid_1016|tid_197|0|0|0
uid_1003|tid_192|0|0|0
uid_1098|tid_180|0|1|0
uid_1023|tid_165|1|0|0
uid_1063|tid_196|0|1|0
uid_1017|tid_180|1|1|1
uid_1078|tid_137|1|0|1
uid_1007|tid_189|0|1|0
uid_1049|tid_128|1|0|1
uid_1074|tid_193|1|0|0
uid_1100|tid_163|1|0|1
uid_1054|tid_146|0|1|1
uid_1052|tid_156|1|1|1
uid_1033|tid_156|1|1|1
uid_1072|tid_148|1|0|1
uid_1059|tid_154|1|1|1
uid_1032|tid_166|1|0|1
uid_1028|tid_165|1|0|0
uid_1091|tid_118|0|0|1
uid_1093|tid_139|1|0|1
uid_1035|tid_178|0|0|0
uid_1080|tid_116|1|1|1
uid_1008|tid_195|1|0|1
uid_1071|tid_121|0|0|0
uid_1039|tid_149|1|0|1
uid_1039|tid_148|1|0|0
uid_1072|tid_190|0|1|1
uid_1094|tid_101|0|0|1
uid_1092|tid_146|0|0|1
uid_1064|tid_174|1|0|0
uid_1098|tid_137|0|0|1
uid_1080|tid_117|1|1|1
uid_1025|tid_158|1|0|1
uid_1014|tid_148|1|1|0
uid_1040|tid_164|1|0|0
uid_1001|tid_185|1|0|1
uid_1009|tid_108|1|0|1
uid_1070|tid_175|0|0|0
uid_1084|tid_159|1|0|0
uid_1064|tid_167|0|1|1
uid_1081|tid_186|1|1|1
uid_1055|tid_138|1|1|0
uid_1092|tid_177|1|1|1
uid_1068|tid_195|0|1|1
uid_1078|tid_198|0|1|0
uid_1020|tid_108|1|0|0
uid_1063|tid_164|1|0|1
uid_1053|tid_124|0|0|1
uid_1005|tid_145|0|0|0
uid_1040|tid_167|0|0|0
uid_1054|tid_116|0|0|0
uid_1002|tid_110|1|1|1
uid_1046|tid_162|0|0|1
uid_1075|tid_116|0|1|1
uid_1060|tid_117|1|1|0
uid_1017|tid_104|1|0|1
uid_1049|tid_189|1|1|1
uid_1020|tid_192|1|0|0
uid_1073|tid_128|1|1|0
uid_1024|tid_187|1|1|0
uid_1090|tid_168|1|1|0
uid_1029|tid_120|0|1|1
uid_1032|tid_158|1|1|0
uid_1100|tid_102|0|1|0
uid_1088|tid_176|0|1|1
uid_1028|tid_154|1|1|1
uid_1067|tid_193|1|0|0
uid_1000|tid_185|1|0|0
uid_1007|tid_150|1|1|1
uid_1020|tid_141|0|1|1
uid_1030|tid_150|1|1|1
uid_1018|tid_149|0|1|1
uid_1057|tid_189|1|1|1
uid_1011|tid_126|1|0|1
uid_1051|tid_200|0|1|0
uid_1064|tid_136|1|1|1
uid_1038|tid_116|0|0|0
uid_1031|tid_200|1|0|1
uid_1020|tid_103|0|0|1
uid_1055|tid_146|1|1|1
uid_1091|tid_119|1|0|0
uid_1055|tid_124|0|0|1
uid_1052|tid_179|0|1|1
uid_1083|tid_148|0|0|0
uid_1017|tid_106|1|0|1
uid_1007|tid_135|0|1|1
uid_1093|tid_144|1|0|0
uid_1074|tid_150|1|0|1
uid_1048|tid_114|1|1|0
uid_1036|tid_111|1|1|1
uid_1029|tid_104|0|1|0
uid_1052|tid_141|0|1|1
uid_1007|tid_156|0|0|0
uid_1099|tid_151|1|1|1
uid_1060|tid_135|1|1|1
uid_1044|tid_159|1|0|1
uid_1030|tid_101|0|0|0
uid_1018|tid_144|1|0|1
uid_1063|tid_105|1|1|0
uid_1088|tid_117|1|0|0
uid_1077|tid_167|0|0|0
uid_1099|tid_163|0|1|0
uid_1094|tid_155|0|0|1
